986460,"MACTAN",,8.0,10.300,123.967,24,PHL,5,CHN,Am
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code)        
10/07/2005,17:00,332,1368,94,E,5,47,E,5,83,E,5,10302,E,5,856,E,5,9089,E,5,388,E,5,10,A,7,99,C,9,28.5,A,7,27.2,A,7,93,E,9,1004,A,7,250,A,7,4.0,A,7,10000,A,7,3000,A,7,6.2,F,9,,,,,,,0.0,1,?,0,2
10/07/2005,18:00,38,637,11,E,5,24,E,5,10,E,5,1168,E,5,0,E,5,1097,E,5,42,E,5,10,B,8,99,C,9,28.4,C,8,27.0,C,8,92,E,9,1004,B,8,250,B,8,3.7,B,8,9333,B,8,2800,B,8,6.1,F,9,,,,,,,0.0,1,?,0,2
10/07/2005,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,B,8,99,C,9,27.8,B,8,26.5,B,8,93,E,9,1005,B,8,50,B,8,3.3,B,8,8666,B,8,2600,B,8,5.9,F,9,,,,,,,0.0,1,?,0,60
10/07/2005,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,27.5,A,7,26.2,A,7,93,E,9,1006,A,7,50,A,7,3.0,A,7,8000,A,7,2400,A,7,5.8,F,9,,,,,,,0.2,1,B,8,60
10/07/2005,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,B,8,99,C,9,27.0,B,8,25.9,B,8,94,E,9,1006,B,8,50,B,8,2.7,B,8,8000,B,8,2400,B,8,5.7,F,9,,,,,,,0.2,1,B,8,60
10/07/2005,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,B,8,99,C,9,26.5,B,8,25.5,B,8,94,E,9,1007,B,8,40,B,8,2.3,B,8,8000,B,8,2400,B,8,5.5,F,9,,,,,,,0.2,1,B,8,80
10/07/2005,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,26.0,A,7,25.2,A,7,95,E,9,1007,A,7,40,A,7,2.0,A,7,8000,A,7,2400,A,7,5.4,F,9,,,,,,,0.0,1,B,8,80
10/07/2005,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,B,8,99,C,9,26.0,B,8,25.2,B,8,95,E,9,1006,B,8,40,B,8,1.7,B,8,8666,B,8,2600,B,8,5.4,F,9,,,,,,,0.0,1,B,8,80
10/08/2005,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,B,8,99,C,9,25.9,B,8,25.2,B,8,96,E,9,1006,B,8,320,B,8,1.3,B,8,9333,B,8,2800,B,8,5.4,F,9,,,,,,,0.0,1,B,8,2
10/08/2005,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,A,7,99,C,9,25.9,A,7,25.2,A,7,96,E,9,1005,A,7,320,A,7,1.0,A,7,10000,A,7,3000,A,7,5.4,F,9,,,,,,,0.0,1,B,8,2
10/08/2005,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,B,8,99,C,9,25.7,B,8,25.1,B,8,96,E,9,1005,B,8,320,B,8,1.3,B,8,10000,B,8,5500,B,8,5.4,F,9,,,,,,,0.0,1,B,8,2
10/08/2005,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,B,8,99,C,9,25.6,B,8,25.0,B,8,96,E,9,1004,B,8,360,B,8,1.7,B,8,10000,B,8,8000,B,8,5.3,F,9,,,,,,,0.0,1,B,8,2
10/08/2005,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,A,7,99,C,9,25.4,A,7,24.9,A,7,97,E,9,1004,A,7,360,A,7,2.0,A,7,10000,A,7,10500,A,7,5.3,F,9,,,,,,,0.0,1,B,8,2
10/08/2005,06:00,29,557,10,E,5,14,E,5,9,E,5,1064,E,5,0,E,5,1034,E,5,39,E,5,8,B,8,99,C,9,25.4,C,8,24.6,C,8,95,E,9,1005,B,8,360,B,8,1.3,B,8,10000,B,8,8000,B,8,5.2,F,9,,,,,,,0.0,1,B,8,2
10/08/2005,07:00,312,1369,75,E,5,28,E,5,69,E,5,8356,E,5,459,E,5,7679,E,5,321,E,5,8,B,8,99,C,9,25.7,C,8,24.3,C,8,92,E,9,1006,B,8,360,B,8,0.7,B,8,10000,B,8,5500,B,8,5.1,F,9,,,,,,,0.0,1,B,8,2
10/08/2005,08:00,632,1369,174,E,5,25,E,5,163,E,5,19505,E,5,1339,E,5,18313,E,5,849,E,5,9,A,7,99,C,9,26.2,A,7,24.3,A,7,89,E,9,1006,A,7,240,B,8,0.0,A,7,10000,A,7,3000,A,7,5.1,F,9,,,,,,,0.7,1,B,8,95
10/08/2005,09:00,908,1369,286,E,5,29,E,5,267,E,5,32340,E,5,1902,E,5,30342,E,5,1503,E,5,9,B,8,99,C,9,27.3,C,8,24.7,C,8,86,E,9,1006,B,8,240,B,8,0.7,B,8,10000,B,8,3000,B,8,5.2,F,9,,,,,,,0.7,1,B,8,95
10/08/2005,10:00,1121,1369,382,E,5,33,E,5,355,E,5,43590,E,5,2281,E,5,40770,E,5,2061,E,5,9,B,8,99,C,9,28.3,C,8,25.4,C,8,84,E,9,1007,B,8,240,B,8,1.3,B,8,10000,B,8,3000,B,8,5.5,F,9,,,,,,,0.7,1,B,8,95
10/08/2005,11:00,1256,1369,454,E,5,39,E,5,417,E,5,51977,E,5,2754,E,5,48181,E,5,2363,E,5,9,A,7,99,C,9,29.1,A,7,26.1,A,7,84,E,9,1007,A,7,240,A,7,2.0,A,7,10000,A,7,3000,A,7,5.8,F,9,,,,,,,0.7,1,B,8,95
10/08/2005,12:00,1303,1369,444,E,5,27,E,5,418,E,5,48926,E,5,2906,E,5,50315,E,5,3164,E,5,9,B,8,99,C,9,29.2,C,8,26.8,C,8,87,E,9,1006,B,8,240,B,8,1.7,B,8,9666,B,8,3000,B,8,6.1,F,9,,,,,,,0.7,1,B,8,95
10/08/2005,13:00,1260,1369,393,E,5,17,E,5,378,E,5,43651,E,5,1845,E,5,46153,E,5,2456,E,5,9,B,8,99,C,9,28.8,C,8,27.3,C,8,92,E,9,1004,B,8,90,B,8,1.3,B,8,9333,B,8,3000,B,8,6.3,F,9,,,,,,,0.7,1,B,8,95
10/08/2005,14:00,1130,1369,300,E,5,8,E,5,293,E,5,33559,E,5,892,E,5,37391,E,5,1431,E,5,10,A,7,99,C,9,28.2,A,7,27.4,A,7,95,E,9,1003,A,7,90,A,7,1.0,A,7,9000,A,7,3000,A,7,6.3,F,9,,,,,,,3.0,1,B,8,95
10/08/2005,15:00,921,1369,226,E,5,8,E,5,221,E,5,25440,E,5,896,E,5,29804,E,5,895,E,5,10,B,8,99,C,9,27.3,C,8,26.9,C,8,98,E,9,1004,B,8,90,B,8,1.3,B,8,8666,B,8,2900,B,8,6.1,F,9,,,,,,,3.0,1,B,8,95
10/08/2005,16:00,647,1369,152,E,5,12,E,5,146,E,5,17178,E,5,1280,E,5,21142,E,5,567,E,5,10,B,8,99,C,9,26.5,C,8,26.2,C,8,98,E,9,1004,B,8,50,B,8,1.7,B,8,8333,B,8,2800,B,8,5.8,F,9,,,,,,,3.0,1,B,8,95
10/08/2005,17:00,329,1369,67,E,5,15,E,5,64,E,5,7535,E,5,215,E,5,7150,E,5,298,E,5,10,A,7,99,C,9,25.8,A,7,25.6,A,7,99,E,9,1004,A,7,50,A,7,2.0,A,7,8000,A,7,2700,A,7,5.6,F,9,,,,,,,4.0,1,B,8,95
10/08/2005,18:00,37,625,10,E,5,8,E,5,10,E,5,1154,E,5,0,E,5,1134,E,5,43,E,5,9,B,8,99,C,9,25.6,C,8,25.4,C,8,99,E,9,1005,B,8,50,B,8,1.3,B,8,8666,B,8,2800,B,8,5.5,F,9,,,,,,,4.0,1,B,8,95
10/08/2005,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,B,8,99,C,9,25.4,B,8,25.2,B,8,99,E,9,1005,B,8,50,B,8,0.7,B,8,9333,B,8,2900,B,8,5.4,F,9,,,,,,,4.0,1,B,8,25
10/08/2005,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,A,7,99,C,9,25.2,A,7,25.0,A,7,99,E,9,1006,A,7,360,B,8,0.0,A,7,10000,A,7,3000,A,7,5.3,F,9,,,,,,,0.0,1,B,8,25
10/08/2005,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,7,B,8,99,C,9,25.0,B,8,24.8,B,8,99,E,9,1006,B,8,360,B,8,0.3,B,8,9333,B,8,3000,B,8,5.3,F,9,,,,,,,0.0,1,B,8,25
10/08/2005,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,6,B,8,99,C,9,24.9,B,8,24.6,B,8,98,E,9,1006,B,8,360,B,8,0.7,B,8,8666,B,8,77777,B,8,5.2,F,9,,,,,,,0.0,1,B,8,2
10/08/2005,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,24.7,A,7,24.4,A,7,98,E,9,1006,A,7,360,A,7,1.0,A,7,8000,A,7,77777,A,7,5.1,F,9,,,,,,,0.0,1,B,8,2
10/08/2005,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,24.6,B,8,24.4,B,8,99,E,9,1006,B,8,360,B,8,1.0,B,8,8666,B,8,77777,B,8,5.1,F,9,,,,,,,0.0,1,B,8,2
10/09/2005,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,24.4,B,8,24.3,B,8,99,E,9,1006,B,8,360,B,8,1.0,B,8,9333,B,8,77777,B,8,5.1,F,9,,,,,,,0.0,1,B,8,2
10/09/2005,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,24.3,A,7,24.3,A,7,100,E,9,1005,A,7,360,A,7,1.0,A,7,10000,A,7,77777,A,7,5.1,F,9,,,,,,,0.0,1,B,8,2
10/09/2005,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,24.1,B,8,24.1,B,8,100,E,9,1005,B,8,360,B,8,1.0,B,8,10000,B,8,77777,B,8,5.0,F,9,,,,,,,0.0,1,B,8,2
10/09/2005,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,24.0,B,8,24.0,B,8,100,E,9,1006,B,8,360,B,8,1.0,B,8,10000,B,8,77777,B,8,5.0,F,9,,,,,,,0.0,1,B,8,2
10/09/2005,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,23.8,A,7,23.8,A,7,100,E,9,1006,A,7,360,A,7,1.0,A,7,10000,A,7,77777,A,7,4.9,F,9,,,,,,,0.0,1,B,8,2
10/09/2005,06:00,29,557,10,E,5,43,E,5,9,E,5,1069,E,5,0,E,5,970,E,5,37,E,5,5,B,8,99,C,9,25.1,C,8,24.8,C,8,98,E,9,1007,B,8,360,B,8,1.7,B,8,10000,B,8,77777,B,8,5.3,F,9,,,,,,,0.0,1,B,8,2
10/09/2005,07:00,312,1370,104,E,5,86,E,5,84,E,5,11307,E,5,1690,E,5,9205,E,5,392,E,5,5,B,8,99,C,9,26.6,C,8,25.8,C,8,95,E,9,1007,B,8,240,B,8,2.3,B,8,10000,B,8,77777,B,8,5.6,F,9,,,,,,,0.0,1,B,8,2
10/09/2005,08:00,632,1370,260,E,5,131,E,5,200,E,5,28555,E,5,7397,E,5,22031,E,5,1042,E,5,5,A,7,99,C,9,28.1,A,7,26.9,A,7,93,E,9,1008,A,7,240,A,7,3.0,A,7,10000,A,7,77777,A,7,6.1,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,09:00,908,1370,405,E,5,146,E,5,308,E,5,44999,E,5,9559,E,5,34450,E,5,1734,E,5,4,B,8,99,C,9,29.1,C,8,27.6,C,8,92,E,9,1007,B,8,240,B,8,3.3,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,10:00,1120,1370,515,E,5,148,E,5,394,E,5,57988,E,5,10061,E,5,44667,E,5,2287,E,5,4,B,8,99,C,9,30.0,C,8,28.0,C,8,89,E,9,1007,B,8,200,B,8,3.7,B,8,10000,B,8,77777,B,8,6.6,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,11:00,1254,1370,589,E,5,154,E,5,448,E,5,66876,E,5,10528,E,5,51263,E,5,2542,E,5,4,A,7,99,C,9,30.7,A,7,28.3,A,7,87,E,9,1007,A,7,200,A,7,4.0,A,7,10000,A,7,77777,A,7,6.7,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,12:00,1302,1370,625,E,5,167,E,5,466,E,5,71083,E,5,11441,E,5,53436,E,5,2557,E,5,4,B,8,99,C,9,31.4,C,8,28.3,C,8,84,E,9,1006,B,8,200,B,8,4.3,B,8,10000,B,8,77777,B,8,6.7,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,13:00,1258,1370,611,E,5,179,E,5,446,E,5,69364,E,5,12208,E,5,51098,E,5,2526,E,5,4,B,8,99,C,9,31.7,C,8,28.2,C,8,82,E,9,1005,B,8,240,B,8,4.7,B,8,10000,B,8,77777,B,8,6.7,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,14:00,1127,1370,533,E,5,168,E,5,395,E,5,60050,E,5,11320,E,5,44845,E,5,2295,E,5,5,A,7,99,C,9,31.8,A,7,28.1,A,7,81,E,9,1004,A,7,240,A,7,5.0,A,7,10000,A,7,77777,A,7,6.6,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,15:00,918,1370,386,E,5,112,E,5,311,E,5,42909,E,5,7239,E,5,34759,E,5,1754,E,5,6,B,8,99,C,9,31.3,C,8,28.1,C,8,83,E,9,1004,B,8,240,B,8,4.0,B,8,9333,B,8,77777,B,8,6.6,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,16:00,644,1370,221,E,5,61,E,5,192,E,5,24301,E,5,3209,E,5,21241,E,5,1005,E,5,8,B,8,99,C,9,30.7,C,8,28.1,C,8,86,E,9,1004,B,8,160,B,8,3.0,B,8,8666,B,8,3000,B,8,6.6,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,17:00,326,1370,77,E,5,25,E,5,71,E,5,8520,E,5,305,E,5,7883,E,5,333,E,5,10,A,7,99,C,9,29.9,A,7,27.9,A,7,89,E,9,1005,A,7,160,A,7,2.0,A,7,8000,A,7,3000,A,7,6.5,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,18:00,35,613,10,E,5,13,E,5,10,E,5,1128,E,5,0,E,5,1095,E,5,42,E,5,9,B,8,99,C,9,29.3,C,8,27.5,C,8,90,E,9,1005,B,8,160,B,8,2.0,B,8,8666,B,8,3000,B,8,6.4,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,B,8,99,C,9,28.8,B,8,27.3,B,8,92,E,9,1006,B,8,330,B,8,2.0,B,8,9333,B,8,3000,B,8,6.3,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,A,7,99,C,9,28.2,A,7,27.0,A,7,93,E,9,1007,A,7,330,A,7,2.0,A,7,10000,A,7,3000,A,7,6.1,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,7,B,8,99,C,9,27.7,B,8,26.9,B,8,95,E,9,1007,B,8,330,B,8,1.3,B,8,10000,B,8,3000,B,8,6.1,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,6,B,8,99,C,9,27.1,B,8,26.7,B,8,98,E,9,1007,B,8,330,B,8,0.7,B,8,10000,B,8,77777,B,8,6.0,F,9,,,,,,,0.0,1,?,0,15
10/09/2005,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,26.6,A,7,26.6,A,7,100,E,9,1007,A,7,330,B,8,0.0,A,7,10000,A,7,77777,A,7,6.0,F,9,,,,,,,0.0,1,?,0,95
10/09/2005,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,26.4,B,8,26.4,B,8,100,E,9,1006,B,8,330,B,8,0.0,B,8,10000,B,8,77777,B,8,5.9,F,9,,,,,,,0.0,1,?,0,95
10/10/2005,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,26.3,B,8,26.3,B,8,100,E,9,1006,B,8,280,B,8,0.0,B,8,10000,B,8,77777,B,8,5.8,F,9,,,,,,,0.0,1,?,0,95
10/10/2005,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,26.1,A,7,26.1,A,7,100,E,9,1005,A,7,280,B,8,0.0,A,7,10000,A,7,77777,A,7,5.8,F,9,,,,,,,1.0,1,B,8,95
10/10/2005,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,25.8,B,8,25.8,B,8,100,E,9,1006,B,8,280,B,8,0.7,B,8,9333,B,8,77777,B,8,5.6,F,9,,,,,,,1.0,1,B,8,95
10/10/2005,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,25.6,B,8,25.6,B,8,100,E,9,1006,B,8,280,B,8,1.3,B,8,8666,B,8,77777,B,8,5.6,F,9,,,,,,,1.0,1,B,8,95
10/10/2005,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,25.3,A,7,25.3,A,7,100,E,9,1006,A,7,280,A,7,2.0,A,7,8000,A,7,77777,A,7,5.5,F,9,,,,,,,0.0,1,B,8,95
10/10/2005,06:00,29,557,10,E,5,15,E,5,9,E,5,1061,E,5,0,E,5,1029,E,5,39,E,5,6,B,8,99,C,9,26.2,C,8,26.2,C,8,100,E,9,1007,B,8,280,B,8,2.0,B,8,8666,B,8,77777,B,8,5.8,F,9,,,,,,,0.0,1,B,8,95
10/10/2005,07:00,312,1371,77,E,5,30,E,5,70,E,5,8471,E,5,353,E,5,7748,E,5,326,E,5,8,B,8,99,C,9,27.2,C,8,27.1,C,8,99,E,9,1007,B,8,360,B,8,2.0,B,8,9333,B,8,3000,B,8,6.2,F,9,,,,,,,0.0,1,B,8,2
10/10/2005,08:00,631,1371,170,E,5,22,E,5,159,E,5,19371,E,5,2376,E,5,23038,E,5,619,E,5,10,A,7,99,C,9,28.4,A,7,27.9,A,7,97,E,9,1008,A,7,360,A,7,2.0,A,7,10000,A,7,3000,A,7,6.5,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,09:00,907,1371,308,E,5,42,E,5,280,E,5,34448,E,5,2559,E,5,31537,E,5,1577,E,5,8,B,8,99,C,9,29.3,C,8,28.0,C,8,93,E,9,1008,B,8,360,B,8,1.7,B,8,10000,B,8,3500,B,8,6.6,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,10:00,1119,1371,422,E,5,57,E,5,376,E,5,47701,E,5,3749,E,5,42769,E,5,2183,E,5,7,B,8,99,C,9,30.1,C,8,28.0,C,8,89,E,9,1008,B,8,120,B,8,1.3,B,8,10000,B,8,4000,B,8,6.6,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,11:00,1253,1371,510,E,5,75,E,5,441,E,5,57930,E,5,5166,E,5,50481,E,5,2502,E,5,6,A,7,99,C,9,30.6,A,7,27.9,A,7,86,E,9,1007,A,7,120,A,7,1.0,A,7,10000,A,7,4500,A,7,6.5,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,12:00,1300,1371,553,E,5,93,E,5,465,E,5,62989,E,5,6403,E,5,53381,E,5,2561,E,5,5,B,8,99,C,9,30.7,C,8,28.1,C,8,86,E,9,1006,B,8,120,B,8,2.0,B,8,10000,B,8,4500,B,8,6.6,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,13:00,1256,1371,561,E,5,121,E,5,450,E,5,63604,E,5,8258,E,5,51468,E,5,2552,E,5,4,B,8,99,C,9,30.8,C,8,28.3,C,8,87,E,9,1006,B,8,50,B,8,3.0,B,8,10000,B,8,77777,B,8,6.7,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,14:00,1125,1371,509,E,5,137,E,5,396,E,5,57229,E,5,9206,E,5,44896,E,5,2301,E,5,4,A,7,99,C,9,30.7,A,7,28.4,A,7,88,E,9,1005,A,7,50,A,7,4.0,A,7,10000,A,7,77777,A,7,6.8,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,15:00,915,1371,405,E,5,141,E,5,311,E,5,44995,E,5,9069,E,5,34763,E,5,1754,E,5,4,B,8,99,C,9,30.7,C,8,28.2,C,8,87,E,9,1005,B,8,50,B,8,3.3,B,8,10000,B,8,77777,B,8,6.7,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,16:00,641,1371,263,E,5,128,E,5,203,E,5,28805,E,5,6994,E,5,22368,E,5,1063,E,5,5,B,8,99,C,9,30.6,C,8,28.0,C,8,86,E,9,1004,B,8,80,B,8,2.7,B,8,10000,B,8,77777,B,8,6.6,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,17:00,322,1371,113,E,5,102,E,5,89,E,5,12247,E,5,1873,E,5,9696,E,5,416,E,5,6,A,7,99,C,9,30.3,A,7,27.8,A,7,87,E,9,1004,A,7,80,A,7,2.0,A,7,10000,A,7,77777,A,7,6.5,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,18:00,34,601,12,E,5,51,E,5,10,E,5,1274,E,5,0,E,5,1140,E,5,44,E,5,5,B,8,99,C,9,29.6,C,8,27.8,C,8,90,E,9,1005,B,8,80,B,8,2.0,B,8,10000,B,8,77777,B,8,6.5,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,4,B,8,99,C,9,29.0,B,8,27.9,B,8,94,E,9,1005,B,8,330,B,8,2.0,B,8,10000,B,8,77777,B,8,6.5,F,9,,,,,,,0.0,1,?,0,2
10/10/2005,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,28.3,A,7,27.9,A,7,98,E,9,1006,A,7,330,A,7,2.0,A,7,10000,A,7,77777,A,7,6.5,F,9,,,,,,,0.0,1,?,0,5
10/10/2005,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,B,8,99,C,9,28.1,B,8,27.7,B,8,98,E,9,1006,B,8,330,B,8,1.7,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,?,0,5
10/10/2005,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,4,B,8,99,C,9,27.9,B,8,27.6,B,8,98,E,9,1006,B,8,360,B,8,1.3,B,8,10000,B,8,77777,B,8,6.4,F,9,,,,,,,0.0,1,?,0,5
10/10/2005,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,27.7,A,7,27.4,A,7,98,E,9,1006,A,7,360,A,7,1.0,A,7,10000,A,7,77777,A,7,6.3,F,9,,,,,,,0.0,1,?,0,5
10/10/2005,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,27.3,B,8,27.1,B,8,99,E,9,1006,B,8,360,B,8,1.0,B,8,10000,B,8,77777,B,8,6.2,F,9,,,,,,,0.0,1,?,0,5
10/11/2005,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,26.8,B,8,26.7,B,8,99,E,9,1006,B,8,320,B,8,1.0,B,8,10000,B,8,77777,B,8,6.0,F,9,,,,,,,0.0,1,?,0,5
10/11/2005,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,26.4,A,7,26.4,A,7,100,E,9,1006,A,7,320,A,7,1.0,A,7,10000,A,7,77777,A,7,5.9,F,9,,,,,,,0.0,1,?,0,5
10/11/2005,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,26.3,B,8,26.3,B,8,100,E,9,1006,B,8,320,B,8,0.7,B,8,10000,B,8,77777,B,8,5.8,F,9,,,,,,,0.0,1,?,0,5
10/11/2005,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,B,8,99,C,9,26.1,B,8,26.1,B,8,100,E,9,1006,B,8,320,B,8,0.3,B,8,10000,B,8,77777,B,8,5.8,F,9,,,,,,,0.0,1,?,0,5
10/11/2005,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,5,A,7,99,C,9,26.0,A,7,26.0,A,7,100,E,9,1007,A,7,250,B,8,0.0,A,7,10000,A,7,77777,A,7,5.7,F,9,,,,,,,0.0,1,?,0,5
10/11/2005,06:00,29,557,10,E,5,19,E,5,9,E,5,1060,E,5,0,E,5,1019,E,5,39,E,5,6,B,8,99,C,9,27.0,C,8,26.8,C,8,99,E,9,1007,B,8,250,B,8,0.3,B,8,9333,B,8,77777,B,8,6.1,F,9,,,,,,,0.0,1,?,0,5
